password,length,has_lower,has_upper,has_digit,has_symbol,unique_ratio,longest_run,has_year_like,has_common_word,has_keyboard_walk,has_sequential_digits,entropy_bits,strength_score,label
ie[K{dq|D^VD5q_].4,18,1,1,1,1,0.8889,1,0,0,0,0,117.983,117.983,Strong
welcome7314,11,1,0,1,0,0.9091,1,0,1,0,0,56.869,38.869,Medium
Lina2015,8,1,1,1,0,1.0,1,1,0,0,0,47.634,37.634,Medium
11{pWld:QYb|Z,13,1,1,1,1,0.9231,2,0,0,0,0,85.21,85.21,Strong
an3vJJimoN,10,1,1,1,0,0.9,2,0,0,0,0,59.542,59.542,Medium
dragon,6,1,0,0,0,1.0,1,0,1,0,0,28.203,10.203,Weak
lina2005#,9,1,0,1,1,0.8889,2,1,0,0,0,54.787,44.787,Medium
iloveyou,8,1,0,0,0,0.875,1,0,1,0,0,37.604,19.604,Weak
gbeRQ5.en./f8,13,1,1,1,1,0.8462,1,0,0,0,0,85.21,85.21,Strong
123456,6,0,0,1,0,1.0,1,0,1,1,1,19.932,0.0,Weak
CRSu_H2wZD?(a1U,15,1,1,1,1,1.0,1,0,0,0,0,98.319,98.319,Strong
3wgimFEY,8,1,1,1,0,1.0,1,0,0,0,0,47.634,47.634,Medium
POw28Tvg1FU,11,1,1,1,0,1.0,1,0,0,0,0,65.496,65.496,Medium
Ej3yiIBmXbU,11,1,1,1,0,1.0,1,0,0,0,0,65.496,65.496,Medium
7AzeYKrDIsfS,12,1,1,1,0,1.0,1,0,0,0,0,71.45,71.45,Strong
_}J#5Ew:5s=fm^{r/P,18,1,1,1,1,0.9444,1,0,0,0,0,117.983,117.983,Strong
welcome2260,11,1,0,1,0,0.8182,2,0,1,0,0,56.869,38.869,Medium
Mohamed2018@,12,1,1,1,1,1.0,1,1,0,0,0,78.655,68.655,Medium
Plk]jLYPojx2D,13,1,1,1,1,0.8462,1,0,0,0,0,85.21,85.21,Strong
qwerty,6,1,0,0,0,1.0,1,0,1,1,0,28.203,2.203,Weak
BWPsG14aE4A,11,1,1,1,0,0.9091,1,0,0,0,0,65.496,65.496,Medium
football5160,12,1,0,1,0,0.8333,2,0,1,0,0,62.039,44.039,Medium
qwerty,6,1,0,0,0,1.0,1,0,1,1,0,28.203,2.203,Weak
Noor2011@,9,1,1,1,1,0.7778,2,1,0,0,0,58.991,48.991,Medium
*iTd[t;!Q}g^3,13,1,1,1,1,1.0,1,0,0,0,0,85.21,85.21,Strong
Ahmed2006@,10,1,1,1,1,0.9,2,1,0,0,0,65.546,55.546,Medium
123456,6,0,0,1,0,1.0,1,0,1,1,1,19.932,0.0,Weak
monkey,6,1,0,0,0,1.0,1,0,1,0,0,28.203,10.203,Weak
Lina1999123,11,1,1,1,0,0.7273,3,1,0,0,0,65.496,49.496,Medium
12345678,8,0,0,1,0,1.0,1,0,1,1,1,26.575,0.0,Weak
monkey,6,1,0,0,0,1.0,1,0,1,0,0,28.203,10.203,Weak
maya2004,8,1,0,1,0,0.75,2,1,0,0,0,41.359,31.359,Weak
#/%Dw&]9?Ops,12,1,1,1,1,1.0,1,0,0,0,0,78.655,78.655,Strong
maya2016#,9,1,0,1,1,0.8889,1,1,0,0,0,54.787,44.787,Medium
football,8,1,0,0,0,0.75,2,0,1,0,0,37.604,19.604,Weak
monkey,6,1,0,0,0,1.0,1,0,1,0,0,28.203,10.203,Weak
football9005,12,1,0,1,0,0.75,2,0,1,0,0,62.039,44.039,Medium
O%rf1flgaMLC,12,1,1,1,1,0.9167,1,0,0,0,0,78.655,78.655,Strong
lina20001,9,1,0,1,0,0.7778,3,1,0,0,0,46.529,30.529,Weak
welcome,7,1,0,0,0,0.8571,1,0,1,0,0,32.903,14.903,Weak
Lina1994!,9,1,1,1,1,0.8889,2,1,0,0,0,58.991,48.991,Medium
Ahmed19951,10,1,1,1,0,0.8,2,1,0,0,0,59.542,49.542,Medium
password,8,1,0,0,0,0.875,2,0,1,0,0,37.604,19.604,Weak
123456783403,12,0,0,1,0,0.75,1,0,1,1,1,39.863,5.863,Weak
adam20241,9,1,0,1,0,0.7778,1,1,0,0,0,46.529,36.529,Medium
*JdrBMmJC7,10,1,1,1,1,0.9,1,0,0,0,0,65.546,65.546,Medium
HBVHVt7A11,10,1,1,1,0,0.7,2,0,0,0,0,59.542,59.542,Medium
admin5471,9,1,0,1,0,1.0,1,0,1,0,0,46.529,28.529,Weak
123456,6,0,0,1,0,1.0,1,0,1,1,1,19.932,0.0,Weak
bAwS_Z2fEMR}(7*W9mU,19,1,1,1,1,1.0,1,0,0,0,0,124.537,124.537,Strong
Omar199812,10,1,1,1,0,0.8,2,1,0,0,0,59.542,49.542,Medium
maya1997#,9,1,0,1,1,0.7778,2,1,0,0,0,54.787,44.787,Medium
welcome4598,11,1,0,1,0,0.9091,1,0,1,0,0,56.869,38.869,Medium
ahmed1999123,12,1,0,1,0,0.75,3,1,0,0,0,62.039,46.039,Medium
e29DQBk5,8,1,1,1,0,1.0,1,0,0,0,0,47.634,47.634,Medium
Adam2018!,9,1,1,1,1,1.0,1,1,0,0,0,58.991,48.991,Medium
Em8KozSib,9,1,1,1,0,1.0,1,0,0,0,0,53.588,53.588,Medium
ZyEQ8_zej@WM,12,1,1,1,1,1.0,1,0,0,0,0,78.655,78.655,Strong
$V|j_5p}vZ6lJcy,15,1,1,1,1,1.0,1,0,0,0,0,98.319,98.319,Strong
noor2023,8,1,0,1,0,0.75,2,1,0,0,0,41.359,31.359,Weak
IwJ-i6Mt,8,1,1,1,1,1.0,1,0,0,0,0,52.437,52.437,Medium
Maya2023!,9,1,1,1,1,0.7778,1,1,0,0,0,58.991,48.991,Medium
Ahmed20021,10,1,1,1,0,0.8,2,1,0,0,0,59.542,49.542,Medium
iloveyou7687,12,1,0,1,0,0.8333,1,0,1,0,0,62.039,44.039,Medium
123456782417,12,0,0,1,0,0.6667,1,0,1,1,1,39.863,5.863,Weak
football,8,1,0,0,0,0.75,2,0,1,0,0,37.604,19.604,Weak
qwerty5470,10,1,0,1,0,1.0,1,0,1,1,0,51.699,25.699,Weak
kAWAbH5mlW,10,1,1,1,0,0.8,1,0,0,0,0,59.542,59.542,Medium
67zCiIJvFO,10,1,1,1,0,1.0,1,0,0,0,0,59.542,59.542,Medium
Ahmed199812,11,1,1,1,0,0.8182,2,1,0,0,0,65.496,55.496,Medium
adam2000#,9,1,0,1,1,0.6667,3,1,0,0,0,54.787,38.787,Medium
123456789180,12,0,0,1,0,0.8333,1,0,1,1,1,39.863,5.863,Weak
noor200912,10,1,0,1,0,0.7,2,1,0,0,0,51.699,41.699,Medium
adam2004#,9,1,0,1,1,0.7778,2,1,0,0,0,54.787,44.787,Medium
mohamed20131,12,1,0,1,0,0.8333,1,1,0,0,0,62.039,52.039,Medium
GK0QMLXASTH,11,0,1,1,0,1.0,1,0,0,0,0,56.869,56.869,Medium
letmein,7,1,0,0,0,0.8571,1,0,1,0,0,32.903,14.903,Weak
3KXC1O985,9,0,1,1,0,1.0,1,0,0,0,0,46.529,46.529,Medium
Adam199812,10,1,1,1,0,0.8,2,1,0,0,0,59.542,49.542,Medium
letmein0217,11,1,0,1,0,0.9091,1,0,1,0,0,56.869,38.869,Medium
a1PI0CkyV8JI,12,1,1,1,0,0.9167,1,0,0,0,0,71.45,71.45,Strong
DoiGpi9jZqnm,12,1,1,1,0,0.9167,1,0,0,0,0,71.45,71.45,Strong
GIfJdwZkCAC,11,1,1,0,0,0.9091,1,0,0,0,0,62.705,62.705,Medium
ewK6mGt7,8,1,1,1,0,1.0,1,0,0,0,0,47.634,47.634,Medium
bn}F#h#@8b.1pA,14,1,1,1,1,0.8571,1,0,0,0,0,91.764,91.764,Strong
sara2006,8,1,0,1,0,0.75,2,1,0,0,0,41.359,31.359,Weak
letmein,7,1,0,0,0,0.8571,1,0,1,0,0,32.903,14.903,Weak
8SJviJtb,8,1,1,1,0,0.875,1,0,0,0,0,47.634,47.634,Medium
welcome5963,11,1,0,1,0,0.9091,1,0,1,0,0,56.869,38.869,Medium
noor201012,10,1,0,1,0,0.6,2,1,0,0,0,51.699,41.699,Medium
adam2009!,9,1,0,1,1,0.7778,2,1,0,0,0,54.787,44.787,Medium
RvVy7X60Jlp,11,1,1,1,0,1.0,1,0,0,0,0,65.496,65.496,Medium
}ML0i/qH+z_K}-m,15,1,1,1,1,0.9333,1,0,0,0,0,98.319,98.319,Strong
welcome6147,11,1,0,1,0,0.9091,1,0,1,0,0,56.869,38.869,Medium
5zHJXQRM0Y6,11,1,1,1,0,1.0,1,0,0,0,0,65.496,65.496,Medium
3oVWTGRTfm,10,1,1,1,0,0.9,1,0,0,0,0,59.542,59.542,Medium
omar1991@,9,1,0,1,1,0.7778,2,1,0,0,0,54.787,44.787,Medium
qNH6S1Oc2l,10,1,1,1,0,1.0,1,0,0,0,0,59.542,59.542,Medium
BiMzmFWaL,9,1,1,0,0,1.0,1,0,0,0,0,51.304,51.304,Medium
Ahmed2011#,10,1,1,1,1,0.9,2,1,0,0,0,65.546,55.546,Medium
monkey4452,10,1,0,1,0,0.9,2,0,1,0,0,51.699,33.699,Weak
Lina2025@,9,1,1,1,1,0.8889,1,1,0,0,0,58.991,48.991,Medium
Sara200512,10,1,1,1,0,0.7,2,1,0,0,0,59.542,49.542,Medium
FnnlEReZr5,10,1,1,1,0,0.9,2,0,0,0,0,59.542,59.542,Medium
CS/K8#7WmUhXJ!T4EO,18,1,1,1,1,1.0,1,0,0,0,0,117.983,117.983,Strong
noor1991,8,1,0,1,0,0.625,2,1,0,0,0,41.359,31.359,Weak
welcome,7,1,0,0,0,0.8571,1,0,1,0,0,32.903,14.903,Weak
iloveyou2567,12,1,0,1,0,0.9167,1,0,1,0,0,62.039,44.039,Medium
letmein,7,1,0,0,0,0.8571,1,0,1,0,0,32.903,14.903,Weak
adam20261,9,1,0,1,0,0.7778,1,1,0,0,0,46.529,36.529,Medium
qMaqrB15G,9,1,1,1,0,0.8889,1,0,0,0,0,53.588,53.588,Medium
sara2019@,9,1,0,1,1,0.8889,1,1,0,0,0,54.787,44.787,Medium
sara2000,8,1,0,1,0,0.625,3,1,0,0,0,41.359,25.359,Weak
adam19931,9,1,0,1,0,0.6667,2,1,0,0,0,46.529,36.529,Medium
maya1990!,9,1,0,1,1,0.7778,2,1,0,0,0,54.787,44.787,Medium
p#)sE;4]ss0&g?z167,18,1,1,1,1,0.8889,2,0,0,0,0,117.983,117.983,Strong
password,8,1,0,0,0,0.875,2,0,1,0,0,37.604,19.604,Weak
football5772,12,1,0,1,0,0.75,2,0,1,0,0,62.039,44.039,Medium
lina2021!,9,1,0,1,1,0.8889,1,1,0,0,0,54.787,44.787,Medium
abc123,6,1,0,1,0,1.0,1,0,1,0,0,31.02,13.02,Weak
welcome,7,1,0,0,0,0.8571,1,0,1,0,0,32.903,14.903,Weak
51bjeEbDArAL,12,1,1,1,0,0.8333,1,0,0,0,0,71.45,71.45,Strong
FChgsjn@$Y7,11,1,1,1,1,1.0,1,0,0,0,0,72.1,72.1,Strong
football,8,1,0,0,0,0.75,2,0,1,0,0,37.604,19.604,Weak
bE5xDfv7,8,1,1,1,0,1.0,1,0,0,0,0,47.634,47.634,Medium
Ch9tXjQh80,10,1,1,1,0,0.9,1,0,0,0,0,59.542,59.542,Medium
zd9uL!BD#ud,11,1,1,1,1,0.8182,1,0,0,0,0,72.1,72.1,Strong
password,8,1,0,0,0,0.875,2,0,1,0,0,37.604,19.604,Weak
Adam200912,10,1,1,1,0,0.8,2,1,0,0,0,59.542,49.542,Medium
omar19971,9,1,0,1,0,0.7778,2,1,0,0,0,46.529,36.529,Medium
Mohamed2023!,12,1,1,1,1,0.9167,1,1,0,0,0,78.655,68.655,Medium
welcome2473,11,1,0,1,0,0.9091,1,0,1,0,0,56.869,38.869,Medium
dragon8547,10,1,0,1,0,1.0,1,0,1,0,0,51.699,33.699,Weak
qwerty2008,10,1,0,1,0,0.9,2,1,1,1,0,51.699,15.699,Weak
password2336,12,1,0,1,0,0.8333,2,0,1,0,0,62.039,44.039,Medium
monkey6330,10,1,0,1,0,0.9,2,0,1,0,0,51.699,33.699,Weak
dragon,6,1,0,0,0,1.0,1,0,1,0,0,28.203,10.203,Weak
VXDBQjpgv,9,1,1,0,0,1.0,1,0,0,0,0,51.304,51.304,Medium
"3U^-%I7,!G3$}s}[",16,1,1,1,1,0.875,1,0,0,0,0,104.873,104.873,Strong
NPcg9pNDxan,11,1,1,1,0,0.9091,1,0,0,0,0,65.496,65.496,Medium
monkey,6,1,0,0,0,1.0,1,0,1,0,0,28.203,10.203,Weak
mohamed2014123,14,1,0,1,0,0.7857,1,1,0,0,0,72.379,62.379,Medium
dragon7255,10,1,0,1,0,0.9,2,0,1,0,0,51.699,33.699,Weak
qwerty5920,10,1,0,1,0,1.0,1,0,1,1,0,51.699,25.699,Weak
BqVU2TDTZC,10,1,1,1,0,0.9,1,0,0,0,0,59.542,59.542,Medium
QspWxyQMt2L2,12,1,1,1,0,0.8333,1,0,0,0,0,71.45,71.45,Strong
"f/,]s,Qw6]%F,dw",15,1,1,1,1,0.7333,1,0,0,0,0,98.319,98.319,Strong
OWQH0FyIu6,10,1,1,1,0,1.0,1,0,0,0,0,59.542,59.542,Medium
oLceqp_zl&{VHkRZMZ$3,20,1,1,1,1,0.95,1,0,0,0,0,131.092,131.092,Strong
G=aqR^(m0}uC3!v,15,1,1,1,1,1.0,1,0,0,0,0,98.319,98.319,Strong
123456,6,0,0,1,0,1.0,1,0,1,1,1,19.932,0.0,Weak
[o[vb&^/vC7_DR,14,1,1,1,1,0.8571,1,0,0,0,0,91.764,91.764,Strong
letmein,7,1,0,0,0,0.8571,1,0,1,0,0,32.903,14.903,Weak
lina2025@,9,1,0,1,1,0.8889,1,1,0,0,0,54.787,44.787,Medium
dragon,6,1,0,0,0,1.0,1,0,1,0,0,28.203,10.203,Weak
P#xqhlKz%sJN6Af,15,1,1,1,1,1.0,1,0,0,0,0,98.319,98.319,Strong
adam19951,9,1,0,1,0,0.6667,2,1,0,0,0,46.529,36.529,Medium
sara20041,9,1,0,1,0,0.7778,2,1,0,0,0,46.529,36.529,Medium
football8703,12,1,0,1,0,0.8333,2,0,1,0,0,62.039,44.039,Medium
D|d)%2zAtI%VrZr[^u,18,1,1,1,1,0.8889,1,0,0,0,0,117.983,117.983,Strong
WvBBXzYsFNi,11,1,1,0,0,0.9091,2,0,0,0,0,62.705,62.705,Medium
Noor2024#,9,1,1,1,1,0.7778,2,1,0,0,0,58.991,48.991,Medium
abc123,6,1,0,1,0,1.0,1,0,1,0,0,31.02,13.02,Weak
/G[E9T8XXBkwNA|yu.,18,1,1,1,1,0.9444,2,0,0,0,0,117.983,117.983,Strong
Lina1991#,9,1,1,1,1,0.7778,2,1,0,0,0,58.991,48.991,Medium
abc123,6,1,0,1,0,1.0,1,0,1,0,0,31.02,13.02,Weak
123456781428,12,0,0,1,0,0.6667,1,0,1,1,1,39.863,5.863,Weak
0bSkDvM6I,9,1,1,1,0,1.0,1,0,0,0,0,53.588,53.588,Medium
admin,5,1,0,0,0,1.0,1,0,1,0,0,23.502,5.502,Weak
welcome1423,11,1,0,1,0,0.9091,1,0,1,0,0,56.869,38.869,Medium
monkey1712,10,1,0,1,0,0.9,1,0,1,0,0,51.699,33.699,Weak
sara20031,9,1,0,1,0,0.7778,2,1,0,0,0,46.529,36.529,Medium
pXcXgDRXPMX@,12,1,1,0,1,0.75,1,0,0,0,0,76.708,76.708,Strong
Pa[rpiV2yn-!xi#]#ROS,20,1,1,1,1,0.9,1,0,0,0,0,131.092,131.092,Strong
admin3773,9,1,0,1,0,0.7778,2,0,1,0,0,46.529,28.529,Weak
Maya2012123,11,1,1,1,0,0.6364,1,1,0,0,0,65.496,55.496,Medium
RSxhgCsU,8,1,1,0,0,1.0,1,0,0,0,0,45.604,45.604,Medium
letmein,7,1,0,0,0,0.8571,1,0,1,0,0,32.903,14.903,Weak
123456784770,12,0,0,1,0,0.75,2,0,1,1,1,39.863,5.863,Weak
Mohamed1998@,12,1,1,1,1,0.9167,2,1,0,0,0,78.655,68.655,Medium
letmein,7,1,0,0,0,0.8571,1,0,1,0,0,32.903,14.903,Weak
qwerty9568,10,1,0,1,0,1.0,1,0,1,1,0,51.699,25.699,Weak
Lina2011,8,1,1,1,0,0.875,2,1,0,0,0,47.634,37.634,Medium
sara1992123,11,1,0,1,0,0.6364,2,1,0,0,0,56.869,46.869,Medium
:+@z.?B)+ZZ52KRB1,17,1,1,1,1,0.8235,2,0,0,0,0,111.428,111.428,Strong
BTOE1Amr,8,1,1,1,0,1.0,1,0,0,0,0,47.634,47.634,Medium
OVrAv2h4,8,1,1,1,0,1.0,1,0,0,0,0,47.634,47.634,Medium
Adam2005!,9,1,1,1,1,0.8889,2,1,0,0,0,58.991,48.991,Medium
NVCCtvWqntl,11,1,1,0,0,0.8182,2,0,0,0,0,62.705,62.705,Medium
2+YK!4IS,8,0,1,1,1,1.0,1,0,0,0,0,48.7,48.7,Medium
maya2017#,9,1,0,1,1,0.8889,1,1,0,0,0,54.787,44.787,Medium
Mohamed2006#,12,1,1,1,1,0.9167,2,1,0,0,0,78.655,68.655,Medium
12345678,8,0,0,1,0,1.0,1,0,1,1,1,26.575,0.0,Weak
ahmed199512,11,1,0,1,0,0.8182,2,1,0,0,0,56.869,46.869,Medium
odcF74DtzT,10,1,1,1,0,1.0,1,0,0,0,0,59.542,59.542,Medium
football1286,12,1,0,1,0,0.8333,2,0,1,0,0,62.039,44.039,Medium
Adam20021,9,1,1,1,0,0.7778,2,1,0,0,0,53.588,43.588,Medium
adam20111,9,1,0,1,0,0.6667,3,1,0,0,0,46.529,30.529,Weak
FRsMb0rIjBC0,12,1,1,1,0,0.9167,1,0,0,0,0,71.45,71.45,Strong
abc1234286,10,1,0,1,0,0.9,1,0,1,0,1,51.699,25.699,Weak
iloveyou,8,1,0,0,0,0.875,1,0,1,0,0,37.604,19.604,Weak
abc123,6,1,0,1,0,1.0,1,0,1,0,0,31.02,13.02,Weak
abc1239100,10,1,0,1,0,0.8,2,0,1,0,0,51.699,33.699,Weak
NsKllMnglMEo,12,1,1,0,0,0.75,2,0,0,0,0,68.405,68.405,Medium
1gBCSzFRB,9,1,1,1,0,0.8889,1,0,0,0,0,53.588,53.588,Medium
wd9I6zvXG,9,1,1,1,0,1.0,1,0,0,0,0,53.588,53.588,Medium
123456781715,12,0,0,1,0,0.6667,1,0,1,1,1,39.863,5.863,Weak
mm7JFSZSu3,10,1,1,1,0,0.8,2,0,0,0,0,59.542,59.542,Medium
Ahmed2017#,10,1,1,1,1,1.0,1,1,0,0,0,65.546,55.546,Medium
letmein,7,1,0,0,0,0.8571,1,0,1,0,0,32.903,14.903,Weak
qwerty9431,10,1,0,1,0,1.0,1,0,1,1,0,51.699,25.699,Weak
b8iYBazbj,9,1,1,1,0,0.8889,1,0,0,0,0,53.588,53.588,Medium
monkey,6,1,0,0,0,1.0,1,0,1,0,0,28.203,10.203,Weak
Omar1997!,9,1,1,1,1,0.8889,2,1,0,0,0,58.991,48.991,Medium
adam1994,8,1,0,1,0,0.75,2,1,0,0,0,41.359,31.359,Weak
welcome703,10,1,0,1,0,0.9,1,0,1,0,0,51.699,33.699,Weak
abc1232643,10,1,0,1,0,0.8,1,0,1,0,0,51.699,33.699,Weak
"=r=m@(]t;S*HE6@,47A",19,1,1,1,1,0.8947,1,0,0,0,0,124.537,124.537,Strong
iloveyou8361,12,1,0,1,0,0.9167,1,0,1,0,0,62.039,44.039,Medium
abc1232208,10,1,0,1,0,0.8,2,0,1,0,0,51.699,33.699,Weak
admin6466,9,1,0,1,0,0.7778,2,0,1,0,0,46.529,28.529,Weak
monkey1554,10,1,0,1,0,0.9,2,0,1,0,0,51.699,33.699,Weak
KwuD11Li,8,1,1,1,0,0.875,2,0,0,0,0,47.634,47.634,Medium
Sj2e_p7Vaqx4V3VW,16,1,1,1,1,0.875,1,0,0,0,0,104.873,104.873,Strong
admin9401,9,1,0,1,0,1.0,1,0,1,0,0,46.529,28.529,Weak
letmein2729,11,1,0,1,0,0.8182,1,0,1,0,0,56.869,38.869,Medium
Ahmed20191,10,1,1,1,0,0.9,1,1,0,0,0,59.542,49.542,Medium
adam200112,10,1,0,1,0,0.6,2,1,0,0,0,51.699,41.699,Medium
123456782125,12,0,0,1,0,0.6667,1,0,1,1,1,39.863,5.863,Weak
abc123,6,1,0,1,0,1.0,1,0,1,0,0,31.02,13.02,Weak
QmB^b+Jm,8,1,1,0,1,0.875,1,0,0,0,0,51.139,51.139,Medium
3z89fmNNQGR,11,1,1,1,0,0.9091,2,0,0,0,0,65.496,65.496,Medium
welcome,7,1,0,0,0,0.8571,1,0,1,0,0,32.903,14.903,Weak
"cUKPTv9%Qy3M,+zBA)dF",20,1,1,1,1,1.0,1,0,0,0,0,131.092,131.092,Strong
E%c#OyVm,8,1,1,0,1,1.0,1,0,0,0,0,51.139,51.139,Medium
football1679,12,1,0,1,0,0.8333,2,0,1,0,0,62.039,44.039,Medium
iloveyou3152,12,1,0,1,0,0.9167,1,0,1,0,0,62.039,44.039,Medium
jOVv}(q@{%N8kJ@(ML,18,1,1,1,1,0.8889,1,0,0,0,0,117.983,117.983,Strong
g)JOywl7z%Yc,12,1,1,1,1,1.0,1,0,0,0,0,78.655,78.655,Strong
qwerty4428,10,1,0,1,0,0.9,2,0,1,1,0,51.699,25.699,Weak
3{-yrO:DPsB(Q8,14,1,1,1,1,1.0,1,0,0,0,0,91.764,91.764,Strong
ouATMci7TX,10,1,1,1,0,0.9,1,0,0,0,0,59.542,59.542,Medium
12345678,8,0,0,1,0,1.0,1,0,1,1,1,26.575,0.0,Weak
welcome0625,11,1,0,1,0,0.9091,1,0,1,0,0,56.869,38.869,Medium
monkey,6,1,0,0,0,1.0,1,0,1,0,0,28.203,10.203,Weak
monkey,6,1,0,0,0,1.0,1,0,1,0,0,28.203,10.203,Weak
rKmKYueSx0qF,12,1,1,1,0,0.9167,1,0,0,0,0,71.45,71.45,Strong
welcome2372,11,1,0,1,0,0.8182,1,0,1,0,0,56.869,38.869,Medium
Lina20171,9,1,1,1,0,0.8889,1,1,0,0,0,53.588,43.588,Medium
WOLYPUtBDv,10,1,1,0,0,1.0,1,0,0,0,0,57.004,57.004,Medium
HEwerOK5nbss,12,1,1,1,0,0.9167,2,0,0,0,0,71.45,71.45,Strong
Maya200712,10,1,1,1,0,0.7,2,1,0,0,0,59.542,49.542,Medium
ahmed1997123,12,1,0,1,0,0.8333,2,1,0,0,0,62.039,52.039,Medium
8ExVnAW4,8,1,1,1,0,1.0,1,0,0,0,0,47.634,47.634,Medium
W54Ymi*x!6,10,1,1,1,1,1.0,1,0,0,0,0,65.546,65.546,Medium
b?WaG=5FT@dmz;,14,1,1,1,1,1.0,1,0,0,0,0,91.764,91.764,Strong
admin5700,9,1,0,1,0,0.8889,2,0,1,0,0,46.529,28.529,Weak
nLef}.lUyLh9%:;,15,1,1,1,1,0.9333,1,0,0,0,0,98.319,98.319,Strong
EOfC&p!3ma?0zqd#*,17,1,1,1,1,1.0,1,0,0,0,0,111.428,111.428,Strong
adam1991#,9,1,0,1,1,0.6667,2,1,0,0,0,54.787,44.787,Medium
Noor2006#,9,1,1,1,1,0.7778,2,1,0,0,0,58.991,48.991,Medium
Gw%(X=Zg=DZMHl6,15,1,1,1,1,0.8667,1,0,0,0,0,98.319,98.319,Strong
1Bf0hxixRH,10,1,1,1,0,0.9,1,0,0,0,0,59.542,59.542,Medium
T6O^I49%5,9,0,1,1,1,1.0,1,0,0,0,0,54.787,54.787,Medium
monkey,6,1,0,0,0,1.0,1,0,1,0,0,28.203,10.203,Weak
b7IRoc388z6c,12,1,1,1,0,0.8333,2,0,0,0,0,71.45,71.45,Strong
password5340,12,1,0,1,0,0.9167,2,0,1,0,0,62.039,44.039,Medium
dragon2665,10,1,0,1,0,0.9,2,0,1,0,0,51.699,33.699,Weak
Ahmed1993123,12,1,1,1,0,0.75,2,1,0,0,0,71.45,61.45,Medium
ahmed2020#,10,1,0,1,1,0.8,1,1,0,0,0,60.875,50.875,Medium
Lina2021,8,1,1,1,0,0.875,1,1,0,0,0,47.634,37.634,Medium
dragon7701,10,1,0,1,0,0.9,2,0,1,0,0,51.699,33.699,Weak
Lfi0VSzbgu,10,1,1,1,0,1.0,1,0,0,0,0,59.542,59.542,Medium
Maya201612,10,1,1,1,0,0.7,1,1,0,0,0,59.542,49.542,Medium
dragon3093,10,1,0,1,0,0.9,1,0,1,0,0,51.699,33.699,Weak
iloveyou6882,12,1,0,1,0,0.8333,2,0,1,0,0,62.039,44.039,Medium
welcome,7,1,0,0,0,0.8571,1,0,1,0,0,32.903,14.903,Weak
sara2005@,9,1,0,1,1,0.7778,2,1,0,0,0,54.787,44.787,Medium
zeYLXjc5pABz,12,1,1,1,0,0.9167,1,0,0,0,0,71.45,71.45,Strong
0&8AZzYV,8,1,1,1,1,1.0,1,0,0,0,0,52.437,52.437,Medium
&P=Q/[+MO(f2,12,1,1,1,1,1.0,1,0,0,0,0,78.655,78.655,Strong
8hjNC77tb9,10,1,1,1,0,0.9,2,0,0,0,0,59.542,59.542,Medium
1234562259,10,0,0,1,0,0.7,2,0,1,1,1,33.219,0.0,Weak
Dk8Ri9JIO8,10,1,1,1,0,0.9,1,0,0,0,0,59.542,59.542,Medium
123456,6,0,0,1,0,1.0,1,0,1,1,1,19.932,0.0,Weak
7j^x63JI^,9,1,1,1,1,0.8889,1,0,0,0,0,58.991,58.991,Medium
9luFJ5sf,8,1,1,1,0,1.0,1,0,0,0,0,47.634,47.634,Medium
XOVisEy6xwtg,12,1,1,1,0,1.0,1,0,0,0,0,71.45,71.45,Strong
football2781,12,1,0,1,0,0.8333,2,0,1,0,0,62.039,44.039,Medium
monkey,6,1,0,0,0,1.0,1,0,1,0,0,28.203,10.203,Weak
9ul%fO4@TXQ_p)oMI^[,19,1,1,1,1,1.0,1,0,0,0,0,124.537,124.537,Strong
6S(P1NpH+XRBJ2,14,1,1,1,1,1.0,1,0,0,0,0,91.764,91.764,Strong
welcome,7,1,0,0,0,0.8571,1,0,1,0,0,32.903,14.903,Weak
dragon4031,10,1,0,1,0,1.0,1,0,1,0,0,51.699,33.699,Weak
letmein,7,1,0,0,0,0.8571,1,0,1,0,0,32.903,14.903,Weak
1HGqBpK82,9,1,1,1,0,1.0,1,0,0,0,0,53.588,53.588,Medium
qwerty5928,10,1,0,1,0,1.0,1,0,1,1,0,51.699,25.699,Weak
maya2007123,11,1,0,1,0,0.7273,2,1,0,0,0,56.869,46.869,Medium
hAJ5uZ.e8raM|Yxw,16,1,1,1,1,1.0,1,0,0,0,0,104.873,104.873,Strong
qwerty1305,10,1,0,1,0,1.0,1,0,1,1,0,51.699,25.699,Weak
MUfhR8u5eGv,11,1,1,1,0,1.0,1,0,0,0,0,65.496,65.496,Medium
8!UtPLAD,8,1,1,1,1,1.0,1,0,0,0,0,52.437,52.437,Medium
admin7383,9,1,0,1,0,0.8889,1,0,1,0,0,46.529,28.529,Weak
letmein,7,1,0,0,0,0.8571,1,0,1,0,0,32.903,14.903,Weak
aMSHH5Cst,9,1,1,1,0,0.8889,2,0,0,0,0,53.588,53.588,Medium
123456,6,0,0,1,0,1.0,1,0,1,1,1,19.932,0.0,Weak
EL11JWE9V5,10,0,1,1,0,0.8,2,0,0,0,0,51.699,51.699,Medium
E3MTSbIblG3S_-:&6?H,19,1,1,1,1,0.8421,1,0,0,0,0,124.537,124.537,Strong
2#3RtvkO8:]e.bal,16,1,1,1,1,1.0,1,0,0,0,0,104.873,104.873,Strong
Mohamed2002,11,1,1,1,0,0.8182,2,1,0,0,0,65.496,55.496,Medium
